	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_ATCACG_L005_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GATCAG_L004_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_GGCTAC_L002_-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L007_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0141_AD0J7WACXX_TTAGGC_L008_-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CGATGT_L005_.Y.Y-sam-report.tsv	IDresults120110_UNC13-SN749_0142_BD0HK1ACXX_CTTGTA_L006_.Y.Y-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_ACTTGA_L006_-sam-report.tsv	IDresults120118_UNC12-SN629_0180_BC0BWMACXX_TAGCTT_L007_.Y.Y-sam-report.tsv	IDresults120207_UNC10-SN254_0325_AC0C6MACXX_ATCACG_L005_.Y.Y-sam-report.tsv	IDresults120207_UNC9-SN296_0271_BC0CB8ACXX_ACAGTG_L002_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_ATCACG_L005_.Y-sam-report.tsv	IDresults120717_UNC14-SN744_0245_AC0WYWACXX_CTTGTA_L005_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L001_-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L004_.Y-sam-report.tsv	IDresults120723_UNC10-SN254_0372_AC0T70ACXX_TTAGGC_L006_.Y-sam-report.tsv	IDresults130328_UNC10-SN254_0443_AD238RACXX_CTTGTA_L002_-sam-report.tsv	IDresults130513_UNC14-SN744_0340_BD250CACXX_GTGGCC_L008_.Y-sam-report.tsv	IDresults130814_UNC10-SN254_0487_AC2BD1ACXX_CAGATC_L006_.Y-sam-report.tsv
Patients	83b41d35-69b1-4218-be1a-8821d8a6899c	419deaac-ea45-4bdd-9fa0-b5cd8429b44f	ebedab7c-dd7c-448e-8324-78c86f13be8b	4dc5cffe-ed8c-47ab-b5fc-f9615b5414f7	556fcbc8-172a-4af1-8822-ae036e8d68e8	679a6869-2ce9-4472-8db1-8869e2c1a440	811b3950-36e7-485f-bc48-aca1eee2ddef	797a71ee-372d-41e5-aeee-5ab3c4661110	d17a5ab1-3789-4652-aff5-d8f4f2291f9c	f8780a4b-7f55-41d1-bf92-8513955d150e	5d54c742-5a8e-4c40-8d62-95e75e210ab8	2e85c30c-c4c4-4096-9eef-4eb2c7d991a3	31da07bb-6752-49a3-a7ea-5427c04a9458	7840aea9-40c4-473e-be33-8fa0b9f332c9	db52c68a-ed44-4ec4-9381-d75f9bcbc29a	d53eade8-a845-4252-aece-92f3573486a7	52fddd92-fa5e-4fac-8e44-e64c98c84f86	32efe5e2-e037-4547-8ead-619f61647639	acf6bdf3-6349-49dc-b99a-4eda648eeac5
ti|373545	0	0	0	0	0	0	1	0	0	1	2	0	0	0	2	3	0	1	4
ti|169193	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1485258	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ti|58633	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ti|301370	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0
ti|44093	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|57085	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|40220	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
ti|87280	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	92	0
ti|273066	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|476249	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|36923	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1431932	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1049352	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
ti|1049351	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
ti|237467	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|194902	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0.666666667	0	0	0
ti|1542785	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ti|4866	0	0	0	0	0	0	3	3	0	0	0	3	0	14	5	4	0	0	11
ti|222511	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
ti|160979	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ti|160862	0	0	0	0	0	0	2	1	0	0	0	0	0	7	0	0	0	0	0
ti|406839	0	0	0	0	0	0	2	0	0	0	1	0	1	5	0	1	0	2	0
ti|1170294	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.5	0	0	0
ti|1263496	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	2	0
ti|29829	0	0	0	0	0	0	2	5	1	0	3	0	1	0	4	3	2	0	0
ti|1305992	0	0	0	0	0	0	1	1	2	0	0	4	1	0	6	1	0	0	0
ti|322104	0	0	0	0	0	0	2	1	3	0	0	1	0	0	1	1	0	0	0
ti|984090	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0
ti|911080	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ti|747082	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	3
ti|71562	0	0	0	0	0	0	1	4	2	2	0	2	0	3	1	1	0	2	0
ti|666718	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
ti|651439	0	0	0	0	0	0	1	3	0	0	1	0	1	4	1	1	1	0	0
ti|63383	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	1	0
ti|5970	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ti|5074	0	0	0	0	0	0	1	4	3	0	2	0	1	6	2	3	0	0	2
ti|4853	0	0	0	0	0	0	1	0	1	0	1	0	0	0	5	1	0	0	1
ti|45515	0	0	0	0	0	0	1	0	0	1	0	0	2	4	1	1	0	5	0
ti|342104	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|318756	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0
ti|215474	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ti|172615	0	0	0	0	0	0	1	2	2	0	1	1	0	2	0	0	0	1	0
ti|1634537	0	0	0	0	0	0	1	3	4	1	6	3	1	0	1	0	6	3	0
ti|1518844	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.5	0	0	0	0
ti|1518507	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1507868	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ti|139061	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0
ti|1305988	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	2	1	3
ti|1278228	0	0	0	0	0	0	1	3	0	8	0	1	1	3	0	0	0	18	336
ti|1149916	0	0	0	0	0	0	1	2	0	1	0	1	0	3	0	3	0	0	0
ti|1037530	0	0	0	0	0	0	1	8	2	4	3	2	3	0	0	0	3	0	2
ti|742342	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|720594	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3
ti|137745	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	3	0	2	0
ti|109871	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	68
ti|62722	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ti|60451	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|221068	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ti|209467	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ti|1413781	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2
ti|1294362	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	4	1	2
ti|139100	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1431954	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ti|1170230	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	1	3	0
ti|993615	0	0	0	0	0	0	1	2	0	22	1	1	2	4	2	2	2	0	0
ti|71559	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	3	0
ti|1552968	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1
ti|1231522	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1211316	0	0	0	0	0	0	1	3	0	0	1	0	3	0	0	1	0	2	10
ti|1105340	0	0	0	0	0	0	1	0	2	0	2	2	1	0	0	0	0	0	0
ti|858893	0	0	0	0	0	0	1	0	2	0	0	3	1	0	0	0	2	1	3
ti|1563473	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0
ti|1294355	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	5	0
ti|1036729	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|292464	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0
ti|197720	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0
ti|157481	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
ti|1036777	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|34488	0	0	0	0	0	0	1	1	4	4	3	3	9	13	5	7	2	3	11
ti|1303155	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|109952	0	0	0	0	0	0	1	2	11	6	3	0	0	0	5	0	2	0	4681
ti|41736	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0
ti|1276143	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	2	3
ti|652662	0	0	0	0	0	0	0.5	0	0	0	1	0	0	0	3	0	0	5	0
ti|1170293	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	0	5
ti|655844	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
ti|63418	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ti|278952	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|239126	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|4921	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	1	0	0	0
ti|254030	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	1
ti|1590112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1294370	0	0	0	0	0	0	1	0	9	0	0	3	0	20	0	0	0	0	0
ti|217425	0	0	0	0	0	0	1	3	12	11	15	0	0	17	7	7	0	0	4
ti|69773	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	3
ti|578456	0	0	0	0	0	0	1	4	1	0	0	1	0	3	0	5	0	1	2
ti|5044	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	2	0	0	7
ti|5647	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|103385	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|38038	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0
ti|1112939	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ti|1105087	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	105
ti|34480	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4
ti|227046	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|5221	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|306880	0	0	0	0	0	0	1	2	0	0	0	0	0	11	3	2	0	0	1
ti|1294332	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0
ti|1206348	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
ti|117064	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|473116	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
ti|5016	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|4837	0	0	0	0	0	0	1	1	1	3	2	3	1	0	1	1	3	98	3
ti|1294316	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1249076	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19
ti|1069680	0	0	0	0	0	0	1	1	0	0	0	2	1	3	0	2	0	3	1
ti|64641	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0
ti|321850	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|293802	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2
ti|258489	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1431944	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5	0	0	0	0
ti|101201	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ti|101162	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ti|1294351	0	0	0	0	0	0	0	431	373	0	224	2	47	0	13	21	0	0	0
ti|5004	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|63146	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1266744	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	1
ti|1342362	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
ti|49332	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	1
ti|41959	0	0	0	0	0	0	0	1	0	0	0	11	0	1	0	1	0	1	0
ti|984161	0	0	0	0	0	0	0	3	0	1	0	0	0	5	1	6	0	0	0
ti|5224	0	0	0	0	0	0	0	1	2	0	0	1	0	0	2	0	0	0	0
ti|181676	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|529467	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	5	0
ti|281852	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	6	11
ti|881964	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
ti|1164825	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ti|198730	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ti|246505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|5488	0	0	0	0	0	0	0	6	0	0	0	1	3	0	1	6	0	0	10
ti|191417	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0
ti|331074	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|54200	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|45228	0	0	0	0	0	0	0	1	0	0	0	0	2	5	1	2	0	0	0
ti|210006	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|887098	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
ti|706147	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ti|56418	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|341458	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|178730	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
ti|13563	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	3	0
ti|5272	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
ti|1485260	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
ti|45533	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ti|581218	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ti|71150	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|253827	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|45790	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ti|613065	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0
ti|101101	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0
ti|550794	0	0	0	0	0	0	0	8	0	0	6	0	0	8	9	0	0	0	0
ti|1487348	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	7
ti|993134	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ti|468077	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10
ti|36016	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	2	144
ti|283204	0	0	0	0	0	0	0	3	0	3	0	0	0	6	0	1	0	0	1
ti|88636	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1
ti|395585	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	0	0
ti|37936	0	0	0	0	0	0	0	2	2	0	1	0	0	4	2	2	0	0	0
ti|1143009	0	0	0	0	0	0	0	2	1	1	2	8	0	20	0	9	0	1	0
ti|144679	0	0	0	0	0	0	0	2	2	2	0	0	2	0	1	0	0	0	5
ti|293377	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2
ti|933052	0	0	0	0	0	0	0	1	0	0	1	0	0	0	17	0	0	0	0
ti|90948	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3
ti|882746	0	0	0	0	0	0	0	1	0	0	1	0	1	2	0	1	0	1	2
ti|80637	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	108	2
ti|72122	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
ti|47429	0	0	0	0	0	0	0	1	3	0	1	0	2	0	3	3	0	0	8
ti|40221	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	4
ti|297704	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ti|27374	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	1
ti|27332	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
ti|212404	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1
ti|164538	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	71
ti|160903	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ti|1280837	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	301	0
ti|1263658	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1145352	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0
ti|101107	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ti|445188	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ti|235084	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ti|5261	0	0	0	0	0	0	0	5	0	0	0	0	2	2	0	0	0	1	2
ti|87274	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|718365	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1246587	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ti|49327	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	0
ti|115800	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	117
ti|53656	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	3	0	0	2
ti|707246	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ti|281838	0	0	0	0	0	0	0	1	0	0	3	1	0	0	3	0	0	1	3
ti|1750946	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|98777	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ti|5105	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	5	96
ti|391070	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ti|156595	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ti|133382	0	0	0	0	0	0	0	2	0	1	0	0	0	10	0	0	0	0	0
ti|698015	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1
ti|129132	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0
ti|4931	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	2	0
ti|4885	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	6
ti|47058	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	3
ti|264125	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0
ti|164550	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|6039	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1541118	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0
ti|1351947	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
ti|1619170	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	1	0	0	0.5	0
ti|1238385	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0
ti|5306	0	0	0	0	0	0	0	2	2	3	1	0	3	0	1	1	0	0	0
ti|481674	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|417182	0	0	0	0	0	0	0	1	3	0	0	0	4	0	1	0	0	1	1
ti|1294326	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
ti|1549709	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
ti|5489	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	4
ti|543775	0	0	0	0	0	0	0	2	0	3	0	0	0	4	0	0	0	0	4
ti|707243	0	0	0	0	0	0	0	1	1	0	4	2	0	5	2	1	0	0	1
ti|80666	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
ti|1521349	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0
ti|1521348	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0
ti|1521337	0	0	0	0	0	0	0	0.333333333	0	0	0	0	0	0	0	0	0	0	0
ti|467303	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ti|45133	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|70189	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
ti|4840	0	0	0	0	0	0	0	2	0	0	0	1	1	0	2	0	0	0	0
ti|171489	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0	0	0	0	0	0
ti|1305949	0	0	0	0	0	0	0	1	1	1	0	2	1	0	0	5	2	0	0
ti|40145	0	0	0	0	0	0	0	1	2	1	2	0	0	0	0	1	0	2	0
ti|195005	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|173132	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
ti|99929	0	0	0	0	0	0	0	2	4	7	2	2	0	0	0	1	4	3	4
ti|526449	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ti|45847	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0
ti|324675	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ti|1434372	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|161663	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	2	0	0
ti|684837	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1
ti|40135	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|203904	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2
ti|188765	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0
ti|751981	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|5334	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	8
ti|51657	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
ti|41061	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|327751	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1306000	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0
ti|1341329	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ti|104402	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
ti|1041607	0	0	0	0	0	0	0	2	0	0	3	0	1	0	0	1	0	0	0
ti|674007	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.666666667	0	0	0
ti|77105	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|64518	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
ti|40442	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	3
ti|34358	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|225353	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1215355	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ti|116794	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
ti|75733	0	0	0	0	0	0	0	2	0	0	1	0	0	15	0	0	0	3	111
ti|1294320	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
ti|309386	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ti|64659	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0
ti|682067	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ti|435394	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|329177	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
ti|327271	0	0	0	0	0	0	0	1	1	0	1	1	0	0	2	0	0	0	0
ti|1294379	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
ti|1234049	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1711994	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	1	0	0	0
ti|1338664	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
ti|929617	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1303408	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ti|1237932	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
